,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),Source
102,92df912899a641f4a5480ba8b9661345,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.04512,0.0018700000000000006,10.1016/j.jct.2016.07.003
103,161530d2c5454439adb81e60d04e2f50,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0474000000000003,0.0018700000000000006,10.1016/j.jct.2016.07.003
104,e168bf6ee4ca485b904ef9e85ac1b6a8,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0493500000000002,0.0018750000000000004,10.1016/j.jct.2016.07.003
105,9b16e61589a04376a81ab5a13f3481ba,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0512500000000002,0.0018750000000000004,10.1016/j.jct.2016.07.003
106,79eacee595c446dbb4d0d1ac5b3f1de5,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0532700000000002,0.0018750000000000004,10.1016/j.jct.2016.07.003
107,ee9e2112cf37470383c2ceb64b5fd77e,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0552300000000003,0.0018800000000000004,10.1016/j.jct.2016.07.003
108,5855ab8ad398418f8e880d5cd2437f8b,308.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0318000000000003,0.0018650000000000003,10.1016/j.jct.2016.07.003
109,b35928d960024114870925ac2a0e6b8c,308.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0343300000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
110,1890b9aa759c41b9ac60f3f6cde52803,308.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0368000000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
111,1649fe8a38d44afd9cf3b5a3106f5d6f,308.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.03909,0.0018700000000000006,10.1016/j.jct.2016.07.003
